id_product,receita_total_brl,prejuizo_total_brl,percentual_perda
131,456842.7,20036.479491999995,0.043858596168878244
100,51703898.6,2262425.821535998,0.04375735452831013
73,69554254.8,2988373.670562,0.04296464219413936
114,358759.9,15165.908008999999,0.04227314147707143
144,1139729.85,47875.395087,0.04200591489904383
8,2587770.15,108307.93045900001,0.04185376759949102
101,282745.9,11779.988690000004,0.04166280992933939
45,5783276.45,239058.93381599995,0.041336245272521936
22,24705380.9,1019600.8995450004,0.041270397881013866
146,277313.6,10829.540429999988,0.039051602337570136
150,802757.0,31185.255341999986,0.03884769032471842
99,56095102.95,2163691.4874400003,0.03857184270378454
149,637139.85,24490.747121999986,0.038438573763672115
64,47495794.85,1800229.2529120024,0.03790291874464761
80,67332086.05,2526438.0094240014,0.037522051634459964
54,65859716.1,2438968.1377600017,0.037032776364488484
59,36784114.4,1352433.132447,0.036766771594397826
14,16947590.9,622932.4010959996,0.036756398285257154
48,9081279.75,332403.83785300015,0.03660319327273231
86,45901157.95,1619909.644385002,0.03529125879895154
105,145543.95,5110.178775999996,0.03511089795213058
90,38927756.5,1339415.8166440008,0.03440773209326874
49,6730281.8,229753.46356499998,0.03413727246383651
81,64195127.6,2132144.2036469993,0.03321348961142963
56,24550887.6,814990.9537720003,0.03319598733253132
16,16048709.1,530372.3755439998,0.03304766584273123
15,13966622.75,458329.4032659994,0.032816050914384394
35,6692463.1,215183.04192499985,0.032153041221101374
51,36554590.25,1174753.0716719986,0.03213695089010055
69,26249173.5,826811.3465900004,0.03149856686306715
9,22157655.25,677102.5343680003,0.03055840190346857
82,28700772.7,870785.5412050013,0.030340142765738196
93,46309849.3,1390438.109758002,0.03002467360130239
112,1232787.8,36993.27095700001,0.030007817206659577
21,3879456.5,115931.341528,0.029883397720273448
130,2698421.3,80081.71363200003,0.02967724633362479
66,5470546.8,151910.55941799996,0.02776880720918062
1,17187280.35,469873.23080199974,0.02733842825819733
127,978490.9,26680.31379300001,0.02726679807957336
103,1136043.45,29896.013361,0.026315906632796485
123,976833.25,25556.695044999997,0.026162802141511867
12,1306660.2,34045.50130100001,0.026055359534942604
61,17615312.85,414707.4744259999,0.02354244162209131
52,7764053.75,180713.77503000005,0.023275698603967037
89,40987327.45,945292.4753969992,0.02306304251113106
125,1956700.1,44946.49454299997,0.022970558719243674
110,1376911.55,30584.44007999997,0.0222123491374591
75,11927691.6,260342.06706000018,0.021826693361186516
95,25671902.7,545976.9630159991,0.021267491132085006
6,7663037.2,154369.59528499996,0.020144701279148164
92,40122068.25,725859.4547329999,0.018091277104913452
76,83539339.4,1508559.2288000004,0.018058069882223658
128,2549291.0,45576.048796000054,0.01787793107809193
27,7882563.15,133151.12649700008,0.016891856616080527
70,16629741.7,271391.48952900077,0.01631964551373644
7,7820196.45,126479.90792799994,0.016173494967380256
20,15922388.15,243389.7589919999,0.015286008398934797
58,53378462.75,804097.4030749992,0.015064079436701261
41,5067330.0,72976.49694100009,0.01440137053260792
124,2447622.6,35207.197582,0.014384242726799466
39,15493523.15,218339.72497799995,0.014092322505614222
79,35699451.8,465515.9293299996,0.013039862122756733
43,12661193.95,164419.99208799994,0.012986136436840537
113,2210235.65,26543.69827300004,0.012009442646081671
24,9471755.8,72349.88934599992,0.00763848761240233
13,3774383.0,26811.628249999998,0.007103579114785118
126,1388455.25,7634.6871700000065,0.005498691563880079
139,837046.15,4549.021236000002,0.005434612220604565
